fips,above_average_vax_rate
28117,FALSE
28119,TRUE
28121,TRUE
28123,TRUE
28125,TRUE
28127,FALSE
28129,FALSE
28131,FALSE
28133,TRUE
28135,FALSE
28137,FALSE
28139,FALSE
28141,FALSE
28143,TRUE
28145,FALSE
28147,FALSE
28149,TRUE
28151,TRUE
28153,FALSE
28155,TRUE
28157,TRUE
28159,FALSE
28161,TRUE
28163,FALSE
29001,FALSE
29003,FALSE
29005,TRUE
29007,FALSE
29009,FALSE
29011,FALSE
29013,FALSE
29015,FALSE
29017,FALSE
29019,TRUE
29021,FALSE
29023,FALSE
29025,FALSE
29027,FALSE
29029,FALSE
29031,FALSE
29033,TRUE
29035,FALSE
29037,TRUE
29039,FALSE
29041,FALSE
29043,FALSE
29045,FALSE
29047,TRUE
29049,FALSE
29051,TRUE
29053,FALSE
29055,FALSE
29057,FALSE
29059,FALSE
29061,FALSE
29063,FALSE
29065,FALSE
29067,FALSE
29069,FALSE
29071,TRUE
29073,TRUE
29075,FALSE
29077,FALSE
29079,FALSE
29081,FALSE
29083,FALSE
29085,FALSE
29087,FALSE
29089,FALSE
29091,FALSE
29093,FALSE
29095,TRUE
29097,FALSE
29099,FALSE
29101,FALSE
29103,FALSE
29105,FALSE
29107,FALSE
29109,FALSE
29111,FALSE
29113,FALSE
29115,FALSE
29117,FALSE
29119,FALSE
29121,FALSE
29123,FALSE
29125,FALSE
29127,FALSE
29129,FALSE
29131,FALSE
29133,FALSE
29135,FALSE
29137,FALSE
29139,TRUE
29141,FALSE
29143,FALSE
29145,FALSE
29147,FALSE
29149,FALSE
29151,FALSE
29153,FALSE
29155,FALSE
29157,FALSE
29159,FALSE
29161,FALSE
29163,FALSE
29165,TRUE
29167,FALSE
29169,TRUE
29171,FALSE
29173,FALSE
29175,FALSE
29177,FALSE
29179,FALSE
29181,FALSE
29183,TRUE
29185,FALSE
29186,FALSE
29187,FALSE
29189,TRUE
29195,FALSE
29197,FALSE
29199,FALSE
29201,FALSE
29203,FALSE
29205,FALSE
29207,FALSE
29209,FALSE
29211,FALSE
